fish_id,condition_id,trial_number,Fish median response / baseline,Contributing rows
20230301_01,control,60,1.0724083877023824,1
20230301_01,control,61,1.0379596230264345,1
20230301_01,control,62,0.915978077536651,1
20230301_01,control,63,1.0324926171276891,1
20230301_01,control,64,1.037941811131621,1
20230301_01,control,65,1.0522083341544748,1
20230301_01,control,66,0.961744403881888,1
20230301_01,control,67,0.9784095003756635,1
20230301_01,control,68,1.016233411556643,1
20230301_01,control,69,1.0576196706189684,1
20230301_01,control,70,1.0179096065576916,1
20230301_01,control,71,0.939110599543918,1
20230301_01,control,72,0.8938796860683873,1
20230301_01,control,73,0.9695920871612593,1
20230301_01,control,74,0.9916423113073043,1
20230301_01,control,75,1.0855333703381804,1
20230301_01,control,76,0.9978620731421516,1
20230301_01,control,77,0.9813708055542251,1
20230301_01,control,78,1.0249040983573676,1
20230301_01,control,79,1.0194670404073929,1
20230301_01,control,80,0.9212331774630391,1
20230301_01,control,81,1.109289017120826,1
20230301_01,control,82,1.0163063720055194,1
20230301_01,control,83,1.0517558224879158,1
20230301_01,control,84,1.0444348124989913,1
20230301_01,control,85,1.057080767370604,1
20230301_01,control,86,1.063692570106607,1
20230301_01,control,87,1.000152010801673,1
20230301_01,control,88,0.8831413257663993,1
20230301_01,control,89,0.9999674905660527,1
20230301_01,control,90,0.9987840965499089,1
20230301_01,control,91,0.8846000423205125,1
20230301_01,control,92,0.9717129914234565,1
20230301_01,control,93,0.9529811317459103,1
20230301_01,control,94,1.012844560548062,1
20230301_04,control,5,0.9198781966151293,1
20230301_04,control,6,0.9548933521939645,1
20230301_04,control,7,1.0792046296044833,1
20230301_04,control,8,0.9904466864667028,1
20230301_04,control,9,1.1017948658461458,1
20230301_04,control,10,1.0809102270674913,1
20230301_04,control,11,1.041745763182008,1
20230301_04,control,12,1.1104679606139758,1
20230301_04,control,13,0.9430537999265156,1
20230301_04,control,14,0.9689169510008097,1
20230301_04,control,15,0.9738441888794751,1
20230301_04,control,16,0.9973352904618753,1
20230301_04,control,17,1.007774400591141,1
20230301_04,control,18,0.9658550206508171,1
20230301_04,control,19,1.0244468315823236,1
20230301_04,control,20,1.0507399896873464,1
20230301_04,control,21,1.2803865364360385,1
20230301_04,control,22,1.269394789269558,1
20230301_04,control,23,0.9696309064456257,1
20230301_04,control,24,1.083315490142101,1
20230301_04,control,25,1.0963373834976786,1
20230301_04,control,26,1.22060944460158,1
20230301_04,control,27,0.9419972988032603,1
20230301_04,control,28,1.059647138645698,1
20230301_04,control,29,1.0392946028700214,1
20230301_04,control,30,1.0339768584690583,1
20230301_04,control,31,0.9393713338956934,1
20230301_04,control,32,1.0565930539148431,1
20230301_04,control,33,0.7090621837976654,1
20230301_04,control,34,1.066228536455601,1
20230301_04,control,35,0.7653776862047709,1
20230301_04,control,36,1.2444025276575201,1
