fish_id,condition_id,trial_number,Fish median response / baseline,Contributing rows
20230315_08,control,30,1.00547796963922,1
20230315_08,control,31,0.9368246199944354,1
20230315_08,control,32,0.9442196746479424,1
20230315_08,control,33,1.0170022040179703,1
20230315_08,control,34,0.8765838116158684,1
20230315_08,control,35,0.9078706023413656,1
20230315_08,control,36,0.9281190877808844,1
20230315_08,control,37,1.0130388866303042,1
20230315_08,control,38,0.9008199564642747,1
20230315_08,control,39,1.0485842213676746,1
20230315_08,control,40,0.9783750101450547,1
20230315_08,control,41,1.1301115071245935,1
20230315_08,control,42,0.9861919383590737,1
20230315_08,control,43,1.0684860313420292,1
20230315_08,control,44,1.0013432930658692,1
20230315_08,control,45,0.9507015456933621,1
20230315_08,control,46,0.9571071816011719,1
20230315_08,control,47,0.9843987700748428,1
20230315_08,control,48,0.9792051825431081,1
20230315_08,control,49,1.011545840696244,1
20230315_08,control,50,1.0333107129474324,1
20230315_08,control,51,0.9923807599913088,1
20230315_08,control,52,0.9953835145555725,1
20230315_08,control,53,1.007559983203063,1
20230315_08,control,54,1.0532801049734457,1
20230315_08,control,55,0.966958664223851,1
20230315_08,control,56,1.004736048704972,1
20230315_08,control,57,0.9485615072665425,1
20230315_08,control,58,0.9910608439560702,1
20230315_08,control,59,0.998498746304524,1
20230315_08,control,60,0.9634165336085156,1
20230315_08,control,61,0.981016817321884,1
20230315_08,control,62,0.9722626942866406,1
20230315_08,control,63,1.0332659360028884,1
20230315_08,control,64,0.8299545046461438,1
20230315_08,control,65,1.078078776772411,1
20230315_08,control,66,1.0141817282269852,1
20230315_08,control,67,1.1371229753152687,1
20230315_08,control,68,0.8624372041297247,1
20230315_08,control,69,0.845557831048181,1
20230315_08,control,70,1.165749375165214,1
20230315_08,control,71,1.0155910288967294,1
20230315_08,control,72,1.130734514616025,1
20230315_08,control,73,1.0590796334772246,1
20230315_08,control,74,1.250534509156796,1
20230315_08,control,75,0.9402050727366068,1
20230315_08,control,76,1.029269150147957,1
20230315_08,control,77,0.8244875847579959,1
20230315_08,control,78,0.9214055116889956,1
20230315_08,control,79,1.093588923163382,1
20230315_08,control,80,0.9133224140946196,1
20230315_08,control,81,0.9157924155088257,1
20230315_08,control,82,0.9860774941215379,1
20230315_08,control,83,0.9393321348093698,1
20230315_08,control,84,1.0367641685265976,1
20230315_08,control,85,1.1713319528043211,1
20230315_08,control,86,0.8054931423202352,1
20230315_08,control,87,1.0708401786956283,1
20230315_08,control,88,0.9803158667404124,1
20230315_08,control,89,0.9868633701937711,1
20230315_08,control,90,1.0544730487690546,1
20230315_08,control,91,0.8810397540241991,1
20230315_08,control,92,0.9130241235726111,1
20230315_08,control,93,1.0722170524213135,1
20230315_08,control,94,1.0956011763937252,1
20230315_10,control,5,1.0237492277749354,1
20230315_10,control,6,1.11393602836895,1
20230315_10,control,7,1.1556788695638052,1
20230315_10,control,8,1.0686103700203147,1
20230315_10,control,9,0.9894140656643418,1
20230315_10,control,10,1.0314002308712988,1
20230315_10,control,11,1.0282397663744651,1
20230315_10,control,12,0.9626556591983735,1
20230315_10,control,13,0.9823577947707278,1
20230315_10,control,14,1.0944627328487557,1
20230315_10,control,15,0.6418859409693439,1
20230315_10,control,16,1.0914359951050454,1
20230315_10,control,17,1.250055479705323,1
20230315_10,control,18,0.9388581682814007,1
20230315_10,control,19,0.8983051378156188,1
20230315_10,control,20,0.8753406696609553,1
20230315_10,control,21,1.137915503613481,1
20230315_10,control,22,1.1349100321931016,1
20230315_10,control,23,1.0946613420311146,1
20230315_10,control,24,0.8658718840245292,1
20230315_10,control,25,1.0243188857317909,1
20230315_10,control,26,1.0673605564580175,1
20230315_10,control,27,1.524287111354781,1
20230315_10,control,28,1.0020073753881,1
20230315_10,control,29,0.6984938427072901,1
20230315_10,control,30,1.1652733489827014,1
20230315_10,control,31,1.0817873553928932,1
20230315_10,control,32,0.957373893281726,1
20230315_10,control,33,0.8687096648504712,1
20230315_10,control,34,1.1422427078707849,1
20230315_10,control,35,1.0743722098221478,1
20230315_10,control,36,0.753503207929575,1
20230315_10,control,37,1.0607803471249486,1
20230315_10,control,38,0.8512268776114217,1
20230315_10,control,39,1.2743161053179797,1
20230315_10,control,40,1.0959914577101155,1
20230315_10,control,41,1.0189841767008856,1
20230315_10,control,42,0.9822744795300672,1
20230315_10,control,43,1.058583205686084,1
20230315_10,control,44,1.0162257226330569,1
20230315_10,control,45,1.0954321044168072,1
20230315_10,control,46,0.7805909399518428,1
20230315_10,control,47,0.9030906726692393,1
20230315_10,control,48,0.9641089386769524,1
20230315_10,control,49,1.1140798619352272,1
20230315_10,control,50,1.0187929891702936,1
20230315_10,control,51,0.9993320162124889,1
20230315_10,control,52,1.0993829951730325,1
20230315_10,control,53,1.133121856409933,1
20230315_10,control,54,1.037367906115822,1
20230315_10,control,55,0.9885646813385137,1
20230315_10,control,56,1.2866370130525724,1
20230315_10,control,57,1.2770840263757488,1
20230315_10,control,58,1.3113581705761725,1
20230315_10,control,59,1.1647844642856982,1
20230315_10,control,60,0.9851460569824021,1
20230315_10,control,61,1.0690289180622632,1
20230315_10,control,62,1.1492097001416706,1
20230315_10,control,63,1.0266287503302833,1
20230315_10,control,64,1.1191391478709964,1
20230315_10,control,65,0.9989776257559667,1
20230315_10,control,66,1.097496559207634,1
20230315_10,control,67,1.0366652283664914,1
20230315_10,control,68,0.9688201542511929,1
20230315_10,control,69,0.9447669759655068,1
20230315_10,control,70,1.0989611671719584,1
20230315_10,control,71,1.0079454125438372,1
20230315_10,control,72,0.8825227568697952,1
20230315_10,control,73,1.012260515848527,1
20230315_10,control,74,1.1140298964247977,1
20230315_10,control,75,1.519778538058412,1
20230315_10,control,76,1.0879750484758026,1
20230315_10,control,77,1.039599471230967,1
20230315_10,control,78,1.111063629737384,1
20230315_10,control,79,1.1543548348630288,1
20230315_10,control,80,0.9945005302633384,1
20230315_10,control,81,0.9254500628356207,1
20230315_10,control,82,1.0894197817437852,1
20230315_10,control,83,1.0456799949324393,1
20230315_10,control,84,1.3269111846339126,1
20230315_10,control,85,1.106195062609628,1
20230315_10,control,86,1.2542414630056538,1
20230315_10,control,87,1.083613321840275,1
20230315_10,control,88,1.1547539054602165,1
20230315_10,control,89,1.0050761456734159,1
20230315_10,control,90,1.1642689507001134,1
20230315_10,control,91,1.3463594666139667,1
20230315_10,control,92,0.9467398577501592,1
20230315_10,control,93,1.138915614568951,1
20230315_10,control,94,1.182216617667473,1
20230315_11,control,5,1.0106542121466928,1
20230315_11,control,6,0.9902271606282429,1
20230315_11,control,7,1.0100674577857,1
20230315_11,control,8,0.9360930878055401,1
20230315_11,control,9,1.0519482302972372,1
20230315_11,control,10,1.028521227750861,1
20230315_11,control,11,1.041735935088551,1
20230315_11,control,12,0.9980382242283381,1
20230315_11,control,13,0.9286214612453176,1
20230315_11,control,14,0.9665510171848658,1
20230315_11,control,15,0.9547384428547966,1
20230315_11,control,16,1.0052186131999752,1
20230315_11,control,17,1.0476961249487238,1
20230315_11,control,18,0.8307003150140803,1
20230315_11,control,19,1.0345245028736245,1
20230315_11,control,20,1.0600512681419951,1
20230315_11,control,21,1.151222876716655,1
20230315_11,control,22,1.0589210653771939,1
20230315_11,control,23,0.8418590095799282,1
20230315_11,control,24,0.9420802075907706,1
20230315_11,control,25,1.0254595855366224,1
20230315_11,control,26,0.9898970409072094,1
20230315_11,control,27,1.0215328069291763,1
20230315_11,control,28,1.1028352858087525,1
20230315_11,control,29,1.0421195743482288,1
20230315_11,control,30,0.9875625050568586,1
20230315_11,control,31,1.017695971369133,1
20230315_11,control,32,0.9467718215424139,1
20230315_11,control,33,0.8818768873739777,1
20230315_11,control,34,0.962714907494576,1
20230315_11,control,35,1.0645762856158913,1
20230315_11,control,36,0.9906304212710758,1
20230315_11,control,37,1.0331544939138748,1
20230315_11,control,38,1.0228459842191424,1
20230315_11,control,39,0.9502507124388713,1
20230315_11,control,40,0.9804947059528856,1
20230315_11,control,41,1.0085664866382993,1
20230315_11,control,42,1.0225928468689598,1
20230315_11,control,43,0.9855272599984257,1
20230315_11,control,44,1.1284466920022609,1
20230315_11,control,45,1.0644440240196382,1
20230315_11,control,46,1.025852137230295,1
20230315_11,control,47,1.187442710718283,1
20230315_11,control,48,0.9731130583570334,1
20230315_11,control,49,1.0039556784834625,1
20230315_11,control,50,1.0726928059133842,1
20230315_11,control,51,0.9710171474167384,1
20230315_11,control,52,1.0109205313450444,1
20230315_11,control,53,1.0226672172944715,1
20230315_11,control,54,1.1198634430907264,1
20230315_11,control,55,1.004979882199061,1
20230315_11,control,56,1.1395565532821785,1
20230315_11,control,57,0.9920223878112178,1
20230315_11,control,58,1.0500623416797958,1
20230315_11,control,59,0.9306081488033026,1
20230315_11,control,60,1.004173754679199,1
20230315_11,control,61,0.9916631849762731,1
20230315_11,control,62,1.093415301407112,1
20230315_11,control,63,1.037369396822541,1
20230315_11,control,64,1.035451511228516,1
20230315_11,control,65,1.0648548025417133,1
20230315_11,control,66,1.0419553208079464,1
20230315_11,control,67,1.0918571813153177,1
20230315_11,control,68,0.9938458717716465,1
20230315_11,control,69,1.001766758577458,1
20230315_11,control,70,0.9859243184412141,1
20230315_11,control,71,1.01177149212941,1
20230315_11,control,72,1.0223216550561673,1
20230315_11,control,73,0.9979492437377672,1
20230315_11,control,74,1.0587370717272206,1
20230315_11,control,75,0.985197447842158,1
20230315_11,control,76,1.0187168580111192,1
20230315_11,control,77,0.9005599239375927,1
20230315_11,control,78,1.0160756283328902,1
20230315_11,control,79,1.0311695436912791,1
20230315_11,control,80,1.0271324056439635,1
20230315_11,control,81,0.9966155057955743,1
20230315_11,control,82,1.036056010924616,1
20230315_11,control,83,1.0737712088079503,1
20230315_11,control,84,1.0895901239274972,1
20230315_11,control,85,0.986545416470404,1
20230315_11,control,86,1.0307943695446706,1
20230315_11,control,87,1.004871659103526,1
20230315_11,control,88,0.9770623640083165,1
20230315_11,control,89,1.0501283168564268,1
20230315_11,control,90,0.9577303303342887,1
20230315_11,control,91,0.9838572185009068,1
20230315_11,control,92,1.0238111597261235,1
20230315_11,control,93,1.0829993819755874,1
20230315_11,control,94,0.9770169466338136,1
20230316_02,control,5,0.9855882682683029,1
20230316_02,control,6,0.9877958729356433,1
20230316_02,control,7,1.0291372395831575,1
20230316_02,control,8,1.009231643721321,1
20230316_02,control,9,1.0170960809271525,1
20230316_02,control,10,1.0724258372766642,1
20230316_02,control,11,1.0781145908179095,1
20230316_02,control,12,1.0325455695835488,1
20230316_02,control,13,1.016421331614672,1
20230316_02,control,14,1.0880259935109367,1
20230316_02,control,15,1.247186662682887,1
20230316_02,control,16,1.0741391824820214,1
20230316_02,control,17,1.0648943311089194,1
20230316_02,control,18,1.01454974352206,1
20230316_02,control,19,1.060453281832833,1
20230316_02,control,20,0.7018800778110172,1
20230316_02,control,21,0.7749216171379384,1
20230316_02,control,22,0.9723132178426758,1
20230316_02,control,23,1.0577335088082838,1
20230316_02,control,24,0.5394112810926651,1
20230316_02,control,25,0.7677309683865436,1
20230316_02,control,26,0.9874874584797854,1
20230316_02,control,27,0.719397212740932,1
20230316_02,control,28,0.934696066738062,1
20230316_02,control,29,1.3388426078183655,1
20230316_02,control,30,0.930467168149195,1
20230316_02,control,31,1.0619445291327398,1
20230316_02,control,32,0.8982330818324117,1
20230316_02,control,33,1.0056217876119353,1
20230316_02,control,34,0.9280125713439215,1
20230316_02,control,35,0.7660511304668173,1
20230316_02,control,36,1.0364109004982889,1
20230316_02,control,37,0.888988476299048,1
20230316_02,control,38,0.8429118577469809,1
20230316_02,control,39,0.8464534079772594,1
20230316_02,control,40,0.9975098329414726,1
20230316_02,control,41,0.98286255850212,1
20230316_02,control,42,0.9313098356523325,1
20230316_02,control,43,1.1580240552645125,1
20230316_02,control,44,0.9922616015088395,1
20230316_02,control,45,1.1679948572371999,1
20230316_02,control,46,1.0599131289752857,1
20230316_02,control,47,0.8992568797149458,1
20230316_02,control,48,0.9108177219354515,1
20230316_02,control,49,0.9801596832096976,1
20230316_02,control,50,0.730328837057842,1
20230316_02,control,51,1.1297816585538385,1
20230316_02,control,52,1.1506456643497336,1
20230316_02,control,53,0.9335099685347085,1
20230316_02,control,54,0.9498539053084156,1
20230316_02,control,55,1.2017572143871882,1
20230316_02,control,56,0.9011846151693698,1
20230316_02,control,57,0.9225866776175707,1
20230316_02,control,58,0.954223121194016,1
20230316_02,control,59,0.9646852013666684,1
20230316_02,control,60,0.9339551326793383,1
20230316_02,control,61,0.98237958235152,1
20230316_02,control,62,1.0065185685309488,1
20230316_02,control,63,1.1413280495790994,1
20230316_02,control,64,1.0139680931415307,1
20230316_02,control,65,0.9524936027669318,1
20230316_02,control,66,0.8901520156066836,1
20230316_02,control,67,1.0838557620986342,1
20230316_02,control,68,1.0000066238923577,1
20230316_02,control,69,1.2186646185258425,1
20230316_02,control,70,1.022579408241176,1
20230316_02,control,71,1.06289896941923,1
20230316_02,control,72,1.0119586610602818,1
20230316_02,control,73,1.0407204156250531,1
20230316_02,control,74,1.0711830365076191,1
20230316_02,control,75,1.0533247646984554,1
20230316_02,control,76,0.9474845723133907,1
20230316_02,control,77,1.0183577912821784,1
20230316_02,control,78,1.0269741681927274,1
20230316_02,control,79,1.0509007940759179,1
20230316_02,control,80,1.043926775735449,1
20230316_08,control,5,0.91078700793915,1
20230316_08,control,6,1.122072936087697,1
20230316_08,control,7,0.9316798204557347,1
20230316_08,control,8,0.9144336369418005,1
20230316_08,control,9,0.9627086605145578,1
20230316_08,control,10,0.9146385165007798,1
20230316_08,control,11,0.9872812951282597,1
20230316_08,control,12,0.7171354178731184,1
20230316_08,control,13,0.9948311026652054,1
20230316_08,control,14,0.9802794798867257,1
20230316_08,control,15,0.983087722896501,1
20230316_08,control,16,0.9744587607922536,1
20230316_08,control,17,0.903004413950868,1
20230316_08,control,18,1.1181619561521738,1
20230316_08,control,19,0.8309205791969456,1
20230316_08,control,20,0.9824087239194614,1
20230316_08,control,21,0.9663364013517278,1
20230316_08,control,22,1.4075209776135382,1
20230316_08,control,23,0.8544307113240789,1
20230316_08,control,24,1.3071668150895375,1
20230316_08,control,25,0.8989041117732319,1
20230316_08,control,26,1.088619333250991,1
20230316_08,control,27,0.9371543022762628,1
20230316_08,control,28,0.9947652989934344,1
20230316_08,control,29,0.8339562233425676,1
20230316_08,control,30,1.0184179495861916,1
20230316_08,control,31,1.1145923077225524,1
20230316_08,control,32,1.005835056432932,1
20230316_08,control,33,1.0877402340915472,1
20230316_08,control,34,0.9714459480252665,1
20230316_08,control,35,0.9765221836633513,1
20230316_08,control,36,0.9771187775984083,1
20230316_08,control,37,1.0071560801704895,1
20230316_08,control,38,0.9508937191610213,1
20230316_08,control,39,0.964492393744392,1
20230316_08,control,40,0.9650100841562798,1
20230316_08,control,41,0.8673877093007728,1
20230316_08,control,42,0.9903700277412137,1
20230316_08,control,43,0.9649306765506925,1
20230316_08,control,44,0.9987036503602386,1
20230316_08,control,45,1.042412826527476,1
20230316_08,control,46,0.9555334642209843,1
20230316_08,control,47,1.068393988638887,1
20230316_08,control,48,0.967368197619644,1
20230316_08,control,49,1.0031222776029565,1
20230316_08,control,50,1.1025471286951538,1
20230316_08,control,51,0.9587013587577136,1
20230316_08,control,52,0.950475148856468,1
20230316_08,control,53,1.0952914181588047,1
20230316_08,control,54,0.9423732883421464,1
20230316_08,control,55,0.901759907475298,1
20230316_08,control,56,1.078027678242173,1
20230316_08,control,57,1.0562093397681722,1
20230316_08,control,58,1.1918422738054788,1
20230316_08,control,59,0.9989865421734097,1
20230316_08,control,60,0.8197099480063142,1
20230316_08,control,61,1.0552478451382459,1
20230316_08,control,62,1.003619319287549,1
20230316_08,control,63,0.922586871987692,1
20230316_08,control,64,0.9934452128076343,1
20230316_08,control,65,1.0390493931068423,1
20230316_08,control,66,1.0169710991725673,1
20230316_08,control,67,0.9667213202709252,1
20230316_08,control,68,0.9936681542449155,1
20230316_08,control,69,1.0637220208191365,1
20230316_08,control,70,0.937807037870149,1
20230316_08,control,71,0.9396725924723471,1
20230316_08,control,72,1.0199351994759855,1
20230316_08,control,73,0.999460108269718,1
20230316_08,control,74,1.0111498018714273,1
20230316_08,control,75,0.9669026673743948,1
20230316_08,control,76,1.0850462318935126,1
20230316_08,control,77,0.9692407756749766,1
20230316_08,control,78,1.0173017248888079,1
20230316_08,control,79,0.937454212683451,1
20230316_08,control,80,1.0456091389108606,1
20230316_08,control,81,1.1149340315901681,1
20230316_08,control,82,0.9615155180934668,1
20230316_08,control,83,1.0728678239012668,1
20230316_08,control,84,0.9882661993834331,1
20230316_08,control,85,1.0392458782238978,1
20230316_08,control,86,1.0616636258486147,1
20230316_08,control,87,1.045275758732924,1
20230316_08,control,88,1.014496975966579,1
20230316_08,control,89,0.9472898224863161,1
20230316_08,control,90,1.0241611097154144,1
20230316_08,control,91,1.0477449770128553,1
20230316_08,control,92,1.0318997500257274,1
20230316_08,control,93,1.0488477262626954,1
20230316_08,control,94,0.9970723500056093,1
20230316_11,control,5,1.012817892396556,1
20230316_11,control,6,1.1345556084357598,1
20230316_11,control,7,0.9791688277263307,1
20230316_11,control,8,1.1184016779889894,1
20230316_11,control,9,0.9155308452005391,1
20230316_11,control,10,0.9209920816276018,1
20230316_11,control,11,1.0828024029217078,1
20230316_11,control,12,0.992414415131925,1
20230316_11,control,13,1.0134340396274901,1
20230316_11,control,14,0.9800148873213158,1
20230316_11,control,15,0.9317091110155856,1
20230316_11,control,16,1.2233342085720764,1
20230316_11,control,17,1.0417352493998366,1
20230316_11,control,18,0.9092227532570684,1
20230316_11,control,19,1.171446248500724,1
20230316_11,control,20,0.9463853517527819,1
20230316_11,control,21,1.0269333988377427,1
20230316_11,control,22,1.05372679839052,1
20230316_11,control,23,0.8811361272786111,1
20230316_11,control,24,0.9868082730988779,1
20230316_11,control,25,1.0724240664346787,1
20230316_11,control,26,1.0189003379716688,1
20230316_11,control,27,0.9714015514997483,1
20230316_11,control,28,1.073992578408609,1
20230316_11,control,29,0.9650485965713006,1
20230316_11,control,30,0.9475809444544839,1
20230316_11,control,31,0.9894702956663508,1
20230316_11,control,32,0.991117142652649,1
20230316_11,control,33,0.9703250461180324,1
20230316_11,control,34,1.0027289860153374,1
20230316_11,control,35,1.013318094481366,1
20230316_11,control,36,1.0070095835989654,1
20230316_11,control,37,1.0786215722088597,1
20230316_11,control,38,0.9764739063054231,1
20230316_11,control,39,1.0042087835438203,1
20230316_11,control,40,1.0008254586454255,1
20230316_11,control,41,1.139966891637391,1
20230316_11,control,42,0.9589924513603845,1
20230316_11,control,43,0.981270343243004,1
20230316_11,control,44,1.0173370784082814,1
20230316_11,control,45,1.02015386341456,1
20230316_11,control,46,0.9890901215079801,1
20230316_11,control,47,0.9495102605855483,1
20230316_11,control,48,0.9479347543207308,1
20230316_11,control,49,1.0294184866118838,1
20230316_11,control,50,0.9879541718382615,1
20230316_11,control,51,1.0292451225388137,1
20230316_11,control,52,1.0498529405184622,1
20230316_11,control,53,0.8885377127610848,1
20230316_11,control,54,1.0041393633227573,1
20230316_11,control,55,0.9753980424790236,1
20230316_11,control,56,0.9888417447332668,1
20230316_11,control,57,0.9798856921673915,1
20230316_11,control,58,1.058570476022723,1
20230316_11,control,59,1.0132361820989926,1
20230316_11,control,60,0.9648280589184908,1
20230316_11,control,61,1.0087084642158806,1
20230316_11,control,62,0.9693593987304464,1
20230316_11,control,63,1.0428763143759223,1
20230316_11,control,64,0.9987314369797715,1
20230316_11,control,65,0.9910466160032102,1
20230316_11,control,66,0.9762488291865815,1
20230316_11,control,67,0.9752355731115409,1
20230316_11,control,68,0.9797646869441136,1
20230316_11,control,69,0.9535418789757862,1
20230316_11,control,70,1.0947712766510964,1
20230316_11,control,71,0.9858500264012962,1
20230316_11,control,72,0.939444201219765,1
20230316_11,control,73,0.9447503970575083,1
20230316_11,control,74,1.0176130574641677,1
20230316_11,control,75,1.0256918782913875,1
20230316_11,control,76,0.9792704755585716,1
20230316_11,control,77,0.9884434411320028,1
20230316_11,control,78,1.0398982894850042,1
20230316_11,control,79,0.9953411951838846,1
20230316_11,control,80,1.021067212678441,1
20230316_11,control,81,1.013520497610618,1
20230316_11,control,82,0.9849193013620294,1
20230316_11,control,83,1.025058782338519,1
20230316_11,control,84,1.0143364409022702,1
20230316_11,control,85,1.0169657893031814,1
20230316_11,control,86,1.0299023055108403,1
20230316_11,control,87,0.9957830610693913,1
20230316_11,control,88,1.035899344241827,1
20230316_11,control,89,0.9902595710418742,1
20230316_11,control,90,0.9418176560274613,1
20230316_11,control,91,1.0155912506857547,1
20230316_11,control,92,0.9926537044719224,1
20230316_11,control,93,0.9947753412190027,1
20230316_11,control,94,1.0917736471491,1
20230306_01,trace,5,0.9754783469715193,1
20230306_01,trace,6,0.9954549559257789,1
20230306_01,trace,7,1.0500162293311255,1
20230306_01,trace,8,1.024422331953569,1
20230306_01,trace,9,0.9940854697654133,1
20230306_01,trace,10,0.9232516623092736,1
20230306_01,trace,11,1.0624952917315962,1
20230306_01,trace,12,1.0308590287570611,1
20230306_01,trace,13,1.0369358152768262,1
20230306_01,trace,14,0.9805847665999932,1
20230306_01,trace,15,1.0420013514249284,1
20230306_01,trace,16,1.009061138341677,1
20230306_01,trace,17,1.010773378159974,1
20230306_01,trace,18,1.0380079723965818,1
20230306_01,trace,19,1.0018345743015709,1
20230306_01,trace,20,0.9768931689422135,1
20230306_01,trace,21,1.02244431207886,1
20230306_01,trace,22,0.9918110568508474,1
20230306_01,trace,23,0.989131430784217,1
20230306_01,trace,24,1.0117640573360918,1
20230306_01,trace,25,1.0208695250221147,1
20230306_01,trace,26,1.0087201506018257,1
20230306_01,trace,27,1.0019971366921343,1
20230306_01,trace,28,1.008463765532052,1
20230306_01,trace,29,0.9929918481125729,1
20230306_01,trace,30,1.0330805365955467,1
20230306_01,trace,31,0.9704300224702797,1
20230306_01,trace,32,1.026235589258361,1
20230306_01,trace,33,0.9868630738287341,1
20230306_01,trace,34,0.9703751369400775,1
20230306_01,trace,35,0.9738876465670292,1
20230306_01,trace,36,0.9812290225666821,1
20230306_01,trace,37,1.0005888856236578,1
20230306_01,trace,38,1.0049013030202656,1
20230306_01,trace,39,0.9918093732508033,1
20230306_01,trace,40,1.0439983180595487,1
20230306_01,trace,41,0.997512131435374,1
20230306_01,trace,42,0.991619469441263,1
20230306_01,trace,43,0.9805815541320034,1
20230306_01,trace,44,0.9678669235684741,1
20230306_01,trace,45,1.025115553609802,1
20230306_01,trace,46,1.0027872448013397,1
20230306_01,trace,47,1.0041431065209527,1
20230306_01,trace,48,0.9942909309904866,1
20230306_01,trace,49,1.0433052836615193,1
20230306_01,trace,50,0.9757771020047257,1
20230306_01,trace,51,1.012000682593323,1
20230306_01,trace,52,0.9961558793094573,1
20230306_01,trace,53,1.0132785064975312,1
20230306_01,trace,54,0.9941210390788164,1
20230306_01,trace,55,1.0368560850871937,1
20230306_01,trace,56,0.9829057269947057,1
20230306_01,trace,57,1.0106978816976733,1
20230306_01,trace,58,1.0169676521891453,1
20230306_01,trace,59,1.016919901709712,1
20230306_01,trace,60,1.0436454613991777,1
20230306_01,trace,61,1.02094374331932,1
20230306_01,trace,62,1.0007564477099609,1
20230306_01,trace,63,0.9840535307606474,1
20230306_01,trace,64,1.0111541919694416,1
20230306_01,trace,65,1.021309286135904,1
20230306_01,trace,66,0.9963148766377039,1
20230306_01,trace,67,0.9248630205983626,1
20230306_01,trace,68,1.155138769655912,1
20230306_01,trace,69,0.9841339712850548,1
20230306_01,trace,70,1.0235046093480367,1
20230306_01,trace,71,0.99413385269139,1
20230306_01,trace,72,1.0028210322503557,1
20230306_01,trace,73,0.9679528561871232,1
20230306_01,trace,74,1.0207967518321126,1
20230306_01,trace,75,1.0798072364222366,1
20230306_01,trace,76,0.9932487049910186,1
20230306_01,trace,77,1.0022521893820429,1
20230306_01,trace,78,1.0330137662499648,1
20230306_01,trace,79,0.9832416763543746,1
20230306_01,trace,80,0.9699786706787533,1
20230306_01,trace,81,0.9847192534426078,1
20230306_01,trace,82,1.003764565110163,1
20230306_01,trace,83,1.0060118867144137,1
20230306_01,trace,84,0.9664910269716835,1
20230306_01,trace,85,1.000141740537939,1
20230306_01,trace,86,0.9685046382757792,1
20230306_01,trace,87,0.9894082951863052,1
20230306_01,trace,88,1.0173247401581367,1
20230306_01,trace,89,1.0065524278357225,1
20230306_01,trace,90,0.9917031451107775,1
20230306_01,trace,91,0.9798214086272705,1
20230306_01,trace,92,0.971016700255926,1
20230306_01,trace,93,0.9774786023270742,1
20230306_01,trace,94,0.9909222437590579,1
20230306_07,trace,5,0.7087156102233859,1
20230306_07,trace,6,0.7971238346282787,1
20230306_07,trace,7,0.9785461846189538,1
20230306_07,trace,8,1.0026147101133775,1
20230306_07,trace,9,0.9597256456667927,1
20230306_07,trace,10,1.0132772722110759,1
20230306_07,trace,11,0.9937106698874075,1
20230306_07,trace,12,1.0170659923682004,1
20230306_07,trace,13,0.9956620282528317,1
20230306_07,trace,14,0.9522586986453518,1
20230306_07,trace,15,0.9243832408801761,1
20230306_07,trace,16,0.967247593163646,1
20230306_07,trace,17,1.0429862649913428,1
20230306_07,trace,18,0.9245028092147524,1
20230306_07,trace,19,0.8094956750029952,1
20230306_07,trace,20,0.8578580965443052,1
20230306_07,trace,21,0.9290860132124109,1
20230306_07,trace,22,0.8667431352239477,1
20230306_07,trace,23,0.8715413820191845,1
20230306_07,trace,24,0.9637465736314355,1
20230306_07,trace,25,0.8489229513792677,1
20230306_07,trace,26,1.024369539517365,1
20230306_07,trace,27,0.9810880933709365,1
20230306_07,trace,28,0.9428562020767602,1
20230306_07,trace,29,0.9590750862019686,1
20230306_07,trace,30,0.8983192647947433,1
20230306_07,trace,31,1.0296614621518152,1
20230306_07,trace,32,0.991913519576221,1
20230306_07,trace,33,1.025412023920506,1
20230306_07,trace,34,0.9963043136540316,1
20230306_07,trace,35,0.9876611142440704,1
20230306_07,trace,36,0.9396263806483639,1
20230306_07,trace,37,1.021300335612248,1
20230306_07,trace,38,0.9562293804435043,1
20230306_07,trace,39,0.9916706442953263,1
20230306_07,trace,40,0.8975717932824995,1
20230306_07,trace,41,1.0008771153152785,1
20230306_07,trace,42,0.9993173793843394,1
20230306_07,trace,43,0.9973041573406832,1
20230306_07,trace,44,1.0366507335783584,1
20230306_07,trace,45,0.9987731056026312,1
20230306_07,trace,46,0.9607206422938985,1
20230306_07,trace,47,0.9367859882112128,1
20230306_07,trace,48,0.994623007868758,1
20230306_07,trace,49,0.9551097679173942,1
20230306_07,trace,50,0.9814361780870797,1
20230306_07,trace,51,0.9777523257441083,1
20230306_07,trace,52,0.9506075267176388,1
20230306_07,trace,53,1.0205682318151283,1
20230306_07,trace,54,0.9168477155352203,1
20230306_07,trace,55,1.0355452436263117,1
20230306_07,trace,56,0.9800446614875997,1
20230306_07,trace,57,1.0441854526411307,1
20230306_07,trace,58,0.9699119225925968,1
20230306_07,trace,59,0.9760341830441939,1
20230306_07,trace,60,1.0059207883613355,1
20230306_07,trace,61,1.0668555091862078,1
20230306_07,trace,62,1.0730602783459209,1
20230306_07,trace,63,0.9256716466752611,1
20230306_07,trace,64,0.910218924292957,1
20230306_07,trace,65,1.0187964327965695,1
20230306_07,trace,66,0.9765367504941237,1
20230306_07,trace,67,0.9025040922047038,1
20230306_07,trace,68,1.059935848475597,1
20230306_07,trace,69,1.0265713542645087,1
20230306_07,trace,70,1.0068894070758507,1
20230306_07,trace,71,1.013235820284166,1
20230306_07,trace,72,1.0278959675390575,1
20230306_07,trace,73,1.0304423582258273,1
20230306_07,trace,74,0.9777691088427486,1
20230306_07,trace,75,1.0086203300006071,1
20230306_07,trace,76,1.0110997234130201,1
